ticker,price,curr
FB,5888.8,GBP
APPL,4800.66,CAD
TSLA,6090.24,USD
F,1921.66,GBP
APPL,4231.11,USD
DIS,9526.84,CAD
F,6286.21,GBP
FB,7386.4,CAD
GOOGL,557.01,GBP
GOOGL,1622.43,USD
AMZN,6334.75,USD
APPL,6885.07,CAD
TSLA,5226.4,EUR
IBM,204.44,CAD
FB,6571.2,EUR
FB,6016.89,USD
IBM,7685.76,GBP
IBM,131.37,CAD
FB,8075.72,USD
APPL,9572.0,GBP
GOOGL,7205.18,EUR
AMZN,3188.87,USD
FB,8349.31,CAD
IBM,5388.31,CAD
IBM,5550.15,CAD
APPL,3928.31,EUR
GOOGL,4385.86,EUR
FB,3331.82,CAD
APPL,6795.46,USD
DIS,2498.02,EUR
DIS,6061.26,GBP
TSLA,313.23,USD
DIS,4210.85,USD
TSLA,1459.28,CAD
IBM,9477.32,GBP
TSLA,6313.51,CAD
IBM,4681.39,GBP
AMZN,1673.11,USD
AMZN,1321.68,GBP
IBM,8667.36,USD
APPL,4180.12,EUR
FB,592.74,GBP
APPL,16.04,USD
F,2542.24,USD
DIS,2722.17,CAD
FB,9218.57,EUR
F,5577.44,GBP
APPL,8454.18,EUR
FB,6742.07,USD
AMZN,3749.44,GBP
F,5443.45,CAD
APPL,8566.15,GBP
TSLA,9939.53,EUR
AMZN,5965.91,GBP
TSLA,8400.11,GBP
IBM,5717.06,CAD
TSLA,9446.52,EUR
TSLA,4513.14,USD
APPL,365.72,USD
APPL,4285.78,EUR
APPL,2347.34,CAD
IBM,3511.05,EUR
TSLA,2585.24,GBP
IBM,9543.41,CAD
TSLA,9414.6,GBP
APPL,8305.01,CAD
F,6979.75,GBP
APPL,8832.38,EUR
F,748.48,EUR
IBM,2419.38,EUR
DIS,2081.09,USD
DIS,546.99,GBP
DIS,576.73,CAD
AMZN,6093.57,EUR
APPL,4959.22,CAD
AMZN,1204.36,EUR
F,9128.61,CAD
FB,1121.35,CAD
GOOGL,753.34,USD
TSLA,283.44,EUR
GOOGL,2281.06,GBP
AMZN,2238.21,GBP
GOOGL,4646.29,EUR
GOOGL,1276.06,EUR
APPL,4586.82,CAD
AMZN,2108.33,EUR
DIS,2257.66,EUR
F,5745.5,GBP
F,7703.37,EUR
APPL,8129.13,USD
DIS,4252.82,EUR
IBM,4219.79,GBP
TSLA,3038.86,EUR
APPL,1532.47,CAD
GOOGL,3470.81,EUR
FB,464.49,GBP
TSLA,863.39,CAD
FB,5672.84,GBP
FB,494.52,EUR
IBM,1008.07,GBP
APPL,2951.92,EUR
GOOGL,769.74,CAD
TSLA,7965.17,CAD
FB,9627.75,EUR
GOOGL,4817.13,CAD
AMZN,348.37,USD
FB,9955.2,GBP
TSLA,8403.57,CAD
FB,6488.01,EUR
APPL,305.05,USD
AMZN,264.69,CAD
FB,2458.16,CAD
F,346.15,GBP
APPL,2869.57,USD
GOOGL,7059.42,USD
FB,7868.26,CAD
AMZN,8885.14,CAD
DIS,3555.99,GBP
F,4395.57,USD
FB,739.7,CAD
IBM,2831.86,USD
F,8901.54,USD
FB,6144.87,GBP
F,8143.45,EUR
DIS,9871.44,GBP
DIS,8053.44,EUR
FB,2811.61,GBP
DIS,9608.11,GBP
DIS,9914.45,GBP
IBM,718.22,GBP
GOOGL,7153.06,GBP
TSLA,9689.51,CAD
IBM,5719.11,EUR
APPL,5926.12,GBP
IBM,8772.08,USD
APPL,2232.41,USD
DIS,6722.85,USD
AMZN,970.25,EUR
TSLA,4465.28,GBP
GOOGL,7125.28,GBP
GOOGL,9456.3,GBP
AMZN,7975.78,CAD
IBM,5792.75,EUR
APPL,8392.77,CAD
AMZN,9825.33,CAD
F,6893.71,USD
FB,5587.41,USD
IBM,1564.66,GBP
AMZN,3247.38,EUR
DIS,5048.79,EUR
AMZN,4661.76,USD
GOOGL,1509.2,EUR
IBM,4975.13,CAD
F,6792.03,CAD
AMZN,6308.31,GBP
AMZN,3474.0,CAD
GOOGL,5084.66,CAD
IBM,3967.14,GBP
TSLA,8407.29,GBP
F,4071.02,EUR
F,7052.73,EUR
DIS,7169.08,GBP
DIS,9468.28,USD
DIS,8483.65,CAD
GOOGL,7600.95,GBP
F,6921.82,USD
TSLA,2991.53,GBP
FB,9875.72,CAD
IBM,7370.57,CAD
AMZN,7281.03,USD
APPL,4090.46,USD
DIS,1237.81,CAD
APPL,6091.45,GBP
FB,8605.72,USD
F,9110.39,CAD
TSLA,1662.47,GBP
GOOGL,2282.46,USD
GOOGL,5410.02,EUR
IBM,5970.39,USD
TSLA,102.72,EUR
APPL,8339.99,EUR
APPL,4406.91,GBP
TSLA,8584.6,USD
APPL,7090.54,GBP
AMZN,4627.63,CAD
AMZN,6791.89,USD
DIS,8948.32,USD
DIS,833.41,EUR
GOOGL,5354.07,CAD
IBM,9078.06,USD
FB,527.65,CAD
TSLA,3710.53,GBP
AMZN,9400.67,USD
TSLA,9432.11,EUR
APPL,1375.85,GBP
F,7453.12,USD
GOOGL,5067.62,GBP
APPL,2356.18,EUR
IBM,9108.28,CAD
GOOGL,3644.05,USD
IBM,3887.86,CAD
TSLA,7653.05,EUR
AMZN,8550.35,EUR
IBM,3065.2,USD
GOOGL,4710.95,GBP
FB,4891.32,USD
TSLA,9519.53,CAD
IBM,9420.67,EUR
AMZN,8453.15,USD
FB,9845.79,USD
F,2087.38,USD
FB,4814.51,CAD
AMZN,4968.5,GBP
APPL,161.21,EUR
FB,1962.8,EUR
IBM,2551.02,GBP
IBM,8627.66,EUR
APPL,515.42,CAD
APPL,5081.5,USD
AMZN,5720.9,GBP
DIS,9716.94,EUR
TSLA,9660.8,USD
APPL,1643.03,GBP
GOOGL,1805.22,USD
TSLA,4575.28,EUR
IBM,704.42,EUR
FB,752.64,CAD
APPL,5269.51,CAD
IBM,9890.23,CAD
DIS,3278.74,GBP
GOOGL,1331.0,USD
FB,9524.52,CAD
FB,4312.25,EUR
FB,7898.98,CAD
FB,1394.93,CAD
TSLA,5506.27,USD
TSLA,1861.16,EUR
TSLA,7177.02,EUR
F,9597.19,CAD
TSLA,966.14,USD
F,2898.8,CAD
DIS,2581.81,CAD
DIS,4944.15,USD
FB,4081.45,USD
IBM,6788.8,USD
FB,734.85,CAD
FB,7265.45,GBP
IBM,302.77,GBP
GOOGL,3031.91,CAD
DIS,7532.69,EUR
TSLA,1933.56,CAD
TSLA,2217.22,EUR
F,2912.01,CAD
GOOGL,7402.18,CAD
FB,2304.21,GBP
IBM,8011.89,USD
APPL,2718.35,CAD
AMZN,362.19,CAD
TSLA,4685.06,USD
TSLA,2591.65,GBP
IBM,9702.54,USD
F,9491.18,CAD
AMZN,5274.09,CAD
APPL,111.17,CAD
FB,8055.83,EUR
IBM,5522.9,CAD
DIS,5822.57,USD
TSLA,1508.14,USD
FB,839.38,EUR
FB,7354.7,GBP
IBM,401.99,GBP
APPL,174.33,EUR
FB,6692.37,USD
APPL,6900.88,EUR
FB,7933.91,USD
IBM,634.61,CAD
GOOGL,3978.71,EUR
IBM,9916.12,CAD
AMZN,9162.32,GBP
FB,945.94,EUR
AMZN,7394.03,CAD
F,6876.42,GBP
AMZN,2694.27,CAD
FB,5350.11,GBP
DIS,8763.22,EUR
F,7754.16,USD
AMZN,3463.25,EUR
APPL,1821.06,GBP
AMZN,467.58,GBP
APPL,94.22,GBP
DIS,9724.58,EUR
TSLA,4763.24,GBP
AMZN,344.99,EUR
FB,5147.92,USD
AMZN,1525.13,EUR
FB,5453.9,GBP
FB,984.5,CAD
DIS,1119.46,EUR
IBM,2566.38,CAD
FB,9785.4,EUR
F,8276.03,CAD
GOOGL,1415.27,USD
DIS,9276.43,CAD
IBM,7155.48,USD
F,6910.26,GBP
FB,5487.58,GBP
F,5989.69,GBP
F,5531.79,GBP
FB,7630.72,CAD
DIS,4708.5,USD
GOOGL,5239.98,EUR
AMZN,2155.95,CAD
FB,6252.58,GBP
FB,5047.47,GBP
TSLA,1717.0,USD
IBM,2173.56,EUR
IBM,2612.72,EUR
GOOGL,175.86,EUR
IBM,8718.8,EUR
GOOGL,7650.25,EUR
TSLA,3932.88,EUR
TSLA,5556.19,USD
DIS,7409.8,USD
DIS,9032.43,GBP
APPL,8462.57,EUR
AMZN,183.84,USD
TSLA,343.82,CAD
FB,6093.38,USD
DIS,9524.58,USD
FB,5178.19,CAD
F,2419.86,USD
AMZN,2344.15,GBP
APPL,8679.66,EUR
DIS,5388.05,EUR
TSLA,5446.4,CAD
TSLA,9604.98,GBP
AMZN,4614.56,EUR
FB,778.35,USD
TSLA,7552.67,EUR
APPL,7254.16,USD
GOOGL,2525.79,CAD
TSLA,5374.5,EUR
GOOGL,4853.14,EUR
APPL,9288.63,GBP
APPL,17.1,EUR
F,3979.22,USD
AMZN,2256.53,EUR
APPL,4977.57,USD
F,4404.35,CAD
FB,6397.75,USD
GOOGL,8978.93,USD
GOOGL,9351.85,USD
AMZN,7314.51,USD
FB,2753.79,EUR
GOOGL,1188.87,GBP
TSLA,1228.53,EUR
APPL,9074.77,GBP
F,4037.07,GBP
AMZN,1283.44,GBP
AMZN,5532.47,USD
DIS,9834.38,CAD
GOOGL,4611.26,CAD
AMZN,3652.92,USD
DIS,6129.14,CAD
FB,3939.43,EUR
IBM,3636.19,GBP
AMZN,1196.43,GBP
FB,6059.97,USD
IBM,2084.43,USD
F,7104.38,USD
F,8019.55,GBP
GOOGL,317.12,EUR
F,5908.09,USD
GOOGL,8132.26,EUR
F,4202.62,USD
FB,8533.11,USD
FB,5389.32,GBP
APPL,821.58,CAD
IBM,4668.22,CAD
F,6919.71,GBP
IBM,4968.7,USD
F,3354.94,EUR
AMZN,2366.92,CAD
F,3456.2,EUR
DIS,3676.56,EUR
DIS,9780.73,USD
TSLA,4602.86,GBP
IBM,4141.07,EUR
GOOGL,4658.05,USD
GOOGL,6876.16,CAD
IBM,8591.49,EUR
TSLA,2718.11,CAD
FB,6108.72,GBP
APPL,1833.14,USD
APPL,3303.46,EUR
APPL,7662.84,CAD
GOOGL,4338.48,EUR
GOOGL,8062.61,EUR
IBM,105.21,EUR
DIS,9862.41,GBP
TSLA,1556.39,USD
IBM,5325.35,EUR
F,6517.89,EUR
APPL,7012.24,USD
APPL,3194.01,CAD
DIS,3744.42,USD
F,3679.35,CAD
AMZN,4298.49,USD
AMZN,8934.84,EUR
AMZN,4705.17,EUR
APPL,5020.23,EUR
IBM,1059.92,EUR
FB,8088.61,CAD
DIS,586.02,CAD
DIS,6643.47,USD
APPL,3427.92,CAD
TSLA,3667.31,CAD
IBM,4438.4,USD
F,5320.3,GBP
APPL,1085.06,USD
F,9811.7,GBP
TSLA,9973.17,EUR
TSLA,9056.76,EUR
TSLA,1766.83,GBP
TSLA,4954.01,CAD
APPL,537.39,GBP
FB,5028.05,USD
AMZN,7368.73,GBP
FB,4967.69,USD
TSLA,7163.52,CAD
TSLA,9712.02,EUR
F,7472.56,CAD
DIS,2602.18,EUR
AMZN,8649.97,GBP
FB,492.85,EUR
IBM,6939.03,GBP
TSLA,1600.95,CAD
TSLA,8893.73,GBP
AMZN,3011.09,USD
TSLA,1458.29,GBP
GOOGL,7693.02,EUR
FB,7270.72,GBP
TSLA,4145.09,CAD
GOOGL,482.78,CAD
GOOGL,2836.56,CAD
APPL,6858.58,CAD
FB,7481.81,EUR
APPL,1423.93,EUR
DIS,694.25,USD
F,5052.25,GBP
APPL,6796.41,CAD
DIS,7232.37,USD
IBM,9608.45,CAD
AMZN,1624.46,EUR
APPL,5771.5,EUR
IBM,6107.34,GBP
FB,7987.98,EUR
IBM,1918.69,GBP
APPL,1834.62,USD
DIS,5728.92,USD
DIS,5185.41,GBP
FB,5794.66,EUR
F,9271.44,CAD
IBM,5139.25,CAD
DIS,5352.77,EUR
GOOGL,9493.46,USD
IBM,8248.14,CAD
TSLA,4331.17,EUR
APPL,2742.1,EUR
APPL,9516.81,EUR
F,6790.68,CAD
F,6468.1,EUR
FB,9824.17,EUR
AMZN,3930.33,GBP
F,6623.36,USD
F,8122.69,GBP
GOOGL,7198.73,USD
DIS,7818.9,USD
APPL,9316.6,EUR
FB,7336.86,EUR
APPL,6212.88,EUR
IBM,8301.38,USD
TSLA,35.11,GBP
F,1135.4,EUR
FB,1682.08,USD
GOOGL,1346.94,CAD
DIS,1740.94,CAD
AMZN,4214.53,EUR
AMZN,8420.08,USD
AMZN,2053.86,EUR
GOOGL,7212.47,CAD
IBM,3581.1,CAD
GOOGL,4327.3,CAD
APPL,4923.0,GBP
F,5852.86,EUR
F,7910.74,CAD
IBM,6180.84,EUR
F,7379.52,USD
AMZN,7073.23,GBP
DIS,6734.79,GBP
APPL,2787.59,CAD
FB,2229.14,USD
GOOGL,1316.0,USD
FB,2789.73,CAD
DIS,8376.4,GBP
APPL,7460.13,EUR
F,7343.22,EUR
FB,8425.03,CAD
F,2758.71,GBP
DIS,7093.09,USD
F,5957.32,USD
TSLA,7455.43,CAD
TSLA,2469.55,GBP
DIS,8840.67,CAD
IBM,8075.37,CAD
AMZN,9335.06,USD
AMZN,7973.58,GBP
AMZN,3354.2,GBP
DIS,9296.08,EUR
F,5442.74,EUR
GOOGL,6239.15,CAD
GOOGL,9213.3,GBP
IBM,6039.02,EUR
DIS,6245.01,EUR
F,3590.95,CAD
APPL,8589.48,GBP
GOOGL,2895.31,GBP
FB,2272.99,CAD
GOOGL,2288.3,USD
F,2004.77,USD
FB,9604.8,USD
APPL,8345.38,CAD
GOOGL,8863.44,GBP
AMZN,8782.85,GBP
IBM,1847.51,EUR
AMZN,6196.94,GBP
TSLA,6045.94,USD
DIS,9470.04,CAD
IBM,7434.43,EUR
GOOGL,5220.36,USD
AMZN,8546.33,GBP
DIS,6963.79,USD
FB,700.64,EUR
GOOGL,301.21,EUR
IBM,938.36,USD
TSLA,1201.52,CAD
DIS,5578.31,GBP
GOOGL,6011.07,CAD
AMZN,5387.26,EUR
FB,2249.18,EUR
AMZN,8438.91,EUR
FB,122.79,GBP
GOOGL,7859.53,USD
IBM,3141.81,CAD
TSLA,8990.3,CAD
GOOGL,4098.45,USD
F,9220.68,EUR
FB,5851.7,CAD
DIS,7459.65,EUR
GOOGL,6973.26,GBP
FB,2247.52,EUR
APPL,2005.15,GBP
IBM,6422.14,CAD
FB,7509.66,CAD
DIS,9863.1,USD
TSLA,1987.63,USD
F,2531.5,CAD
IBM,2385.52,USD
IBM,9826.7,GBP
DIS,4912.01,GBP
APPL,2674.41,EUR
F,5518.16,CAD
TSLA,2460.19,CAD
DIS,48.53,GBP
TSLA,3143.98,USD
IBM,7571.39,EUR
IBM,4024.44,CAD
IBM,5002.4,GBP
F,8628.16,GBP
IBM,9693.25,EUR
GOOGL,9803.05,CAD
FB,603.78,USD
IBM,6353.39,EUR
APPL,763.73,GBP
TSLA,4800.54,USD
